00,NOP,0,n
01,LOAD,2,n
02,STR,2,n
03,PSI,1,n
04,PSR,1,n
05,PSS,1,n
06,PEI,1,n
07,PER,1,n
08,PES,1,n
09,COPY,2,n
10,IMM,1,y
11,PCS,1,n
20,ALU,1,n
21,ADD,2,n
22,SUB,2,n
23,INC,1,n
24,DEC,1,n
25,NOT,1,n
26,AND,2,n
27,OR,2,n
28,XOR,2,n
29,SHL,1,n
30,SHR,1,n
40,CMP,2,n
41,JMP,1,n
42,JZ,1,n
43,JNZ,1,n
44,JC,1,n
45,JNC,1,n
50,RETI,0,n
51,EI,0,n
63,HALT,0,n
